order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-10-23-0,2025-10-23T14:44:00,86,"058 Brown Drive Suite 991
Carltown, VI 08835","[{'product_id': 22, 'qty': 2}, {'product_id': 45, 'qty': 2}, {'product_id': 9, 'qty': 2}]"
ec-2025-10-23-1,2025-10-23T05:44:00,74,"USS Bennett
FPO AA 89100","[{'product_id': 19, 'qty': 2}]"
ec-2025-10-23-2,2025-10-23T13:57:00,123,,"[{'product_id': 5, 'qty': 1}, {'product_id': 17, 'qty': 1}]"
ec-2025-10-23-3,2025-10-23T04:50:00,5,"170 Kelly Wells
North Andrewhaven, AR 23636","[{'product_id': 28, 'qty': 3}, {'product_id': 16, 'qty': 2}]"
ec-2025-10-23-4,2025-10-23T04:48:00,33,"90379 Penny Ridges Apt. 424
New Davidland, DE 58498","[{'product_id': 18, 'qty': 3}]"
ec-2025-10-23-5,2025-10-23T01:16:00,9,"5834 Jeffrey Glen
West Heather, LA 79766","[{'product_id': 38, 'qty': 3}]"
ec-2025-10-23-6,2025-10-23T01:36:00,96,"1048 Jason Ramp Suite 095
Lake Ryanport, TN 21799","[{'product_id': 2, 'qty': 3}, {'product_id': 7, 'qty': 3}, {'product_id': 49, 'qty': 1}]"
ec-2025-10-23-7,2025-10-23T01:34:00,20,"978 Daniel Passage
West Amytown, FM 22287","[{'product_id': 17, 'qty': 1}]"
ec-2025-10-23-8,2025-10-23T19:39:00,26,"74131 Bailey Hills Apt. 723
Paulberg, NC 44464","[{'product_id': 12, 'qty': 1}, {'product_id': 24, 'qty': 2}, {'product_id': 8, 'qty': 2}]"
ec-2025-10-23-9,2025-10-23T07:19:00,41,"1009 Clark Island Suite 436
New Kristineland, WI 60142","[{'product_id': 17, 'qty': 1}, {'product_id': 44, 'qty': 3}, {'product_id': 19, 'qty': 1}]"
ec-2025-10-23-10,2025-10-23T06:20:00,129,"71288 Cynthia Lakes Suite 832
Clairetown, CT 25610","[{'product_id': 40, 'qty': 2}, {'product_id': 29, 'qty': 1}]"
ec-2025-10-23-11,2025-10-23T09:00:00,150,"4663 Flores Ridge
Annabury, PA 14414","[{'product_id': 13, 'qty': 2}, {'product_id': 18, 'qty': 2}]"
ec-2025-10-23-12,2025-10-23T19:54:00,92,"36600 Pruitt Center
New Wayne, AK 74280","[{'product_id': 41, 'qty': 2}, {'product_id': 43, 'qty': 1}]"
ec-2025-10-23-13,2025-10-23T08:16:00,71,"738 Sierra Road Suite 041
North Victoria, MD 59340","[{'product_id': 41, 'qty': 2}, {'product_id': 41, 'qty': 1}, {'product_id': 15, 'qty': 3}]"
ec-2025-10-23-14,2025-10-23T12:09:00,104,"USNV Bailey
FPO AE 74288","[{'product_id': 22, 'qty': 1}]"
ec-2025-10-23-15,2025-10-23T13:47:00,95,"45426 Luna Estates Apt. 318
Amandastad, ID 49986","[{'product_id': 5, 'qty': 1}, {'product_id': 18, 'qty': 1}, {'product_id': 11, 'qty': 2}]"
ec-2025-10-23-16,2025-10-23T12:37:00,64,"1016 Gibson Drive Suite 037
Gregorystad, VA 26215","[{'product_id': 4, 'qty': 1}, {'product_id': 20, 'qty': 1}, {'product_id': 7, 'qty': 1}]"
ec-2025-10-23-17,2025-10-23T12:36:00,57,"USNS Lucero
FPO AP 49608","[{'product_id': 45, 'qty': 3}, {'product_id': 24, 'qty': 3}, {'product_id': 50, 'qty': 3}]"
