order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-10-28-0,2025-10-28T02:44:00,172,"82086 Jeffrey Rapid
Port Jeffreyville, NM 57187","[{'product_id': 28, 'qty': 3}, {'product_id': 22, 'qty': 1}]"
ec-2025-10-28-1,2025-10-28T01:59:00,89,"7218 Miller Parks Suite 054
Andrewshire, AR 15306","[{'product_id': 42, 'qty': 2}, {'product_id': 9, 'qty': 1}]"
ec-2025-10-28-2,2025-10-28T00:54:00,148,"078 Stevens Rest
West Kirsten, LA 33004","[{'product_id': 45, 'qty': 1}]"
ec-2025-10-28-3,2025-10-28T01:52:00,105,"8712 Reyes Meadows Suite 054
Ryanport, TX 21385","[{'product_id': 40, 'qty': 1}, {'product_id': 4, 'qty': 2}, {'product_id': 44, 'qty': 2}]"
ec-2025-10-28-4,2025-10-28T03:53:00,101,"8070 Rosales Path
Roblesmouth, IA 55337","[{'product_id': 44, 'qty': 2}, {'product_id': 41, 'qty': 1}, {'product_id': 31, 'qty': 1}]"
ec-2025-10-28-5,2025-10-28T08:23:00,35,"959 Ashley Park
Elizabethport, MI 12349","[{'product_id': 32, 'qty': 1}, {'product_id': 8, 'qty': 1}, {'product_id': 5, 'qty': 1}]"
ec-2025-10-28-6,2025-10-28T04:42:00,97,"818 Isaac Center Suite 690
East Peterborough, LA 47690","[{'product_id': 47, 'qty': 1}, {'product_id': 27, 'qty': 3}, {'product_id': 15, 'qty': 2}]"
ec-2025-10-28-7,2025-10-28T09:45:00,39,"0434 Conner Loaf
Erichaven, SC 95648","[{'product_id': 2, 'qty': 1}]"
ec-2025-10-28-8,2025-10-28T01:22:00,8,"610 Johnson Cove Suite 956
Timothytown, MO 51580","[{'product_id': 30, 'qty': 2}]"
ec-2025-10-28-9,2025-10-28T08:23:00,146,"4866 Ronnie Mission Suite 047
New Melanie, MN 91753","[{'product_id': 45, 'qty': 1}, {'product_id': 10, 'qty': 3}, {'product_id': 5, 'qty': 1}]"
ec-2025-10-28-10,2025-10-28T07:04:00,37,"0696 Vega Station Suite 093
Monicamouth, AZ 88884","[{'product_id': 39, 'qty': 1}, {'product_id': 25, 'qty': 1}]"
