order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-11-02-0,2025-11-02T03:40:00,73,"9981 Stark Inlet
Port Carl, ND 76953","[{'product_id': 37, 'qty': 2}, {'product_id': 16, 'qty': 2}]"
ec-2025-11-02-1,2025-11-02T17:14:00,106,"749 Johnson Mountains Apt. 361
East Jeffreymouth, NV 55117","[{'product_id': 19, 'qty': 1}, {'product_id': 10, 'qty': 1}]"
ec-2025-11-02-2,2025-11-02T00:46:00,54,"360 Bradley Parkway Suite 032
Henryside, OR 25198","[{'product_id': 45, 'qty': 2}, {'product_id': 28, 'qty': 3}]"
ec-2025-11-02-3,2025-11-02T12:27:00,38,"4743 Jonathan Canyon Apt. 097
Taylorshire, ID 96011","[{'product_id': 20, 'qty': 1}]"
ec-2025-11-02-4,2025-11-02T20:12:00,43,"Unit 3793 Box 1660
DPO AP 35261","[{'product_id': 43, 'qty': 2}, {'product_id': 9, 'qty': 1}]"
ec-2025-11-02-5,2025-11-02T01:10:00,177,"USNS Swanson
FPO AA 74240","[{'product_id': 43, 'qty': 2}, {'product_id': 10, 'qty': 2}, {'product_id': 4, 'qty': 2}]"
ec-2025-11-02-6,2025-11-02T02:56:00,78,"9707 Terri Canyon Suite 662
Katieside, OK 04431","[{'product_id': 2, 'qty': 1}, {'product_id': 36, 'qty': 3}]"
ec-2025-11-02-7,2025-11-02T11:32:00,72,"14135 Esparza Street
Davisshire, RI 30187","[{'product_id': 32, 'qty': 2}]"
ec-2025-11-02-8,2025-11-02T22:14:00,52,"32044 Eric Unions
Mistychester, PW 11869","[{'product_id': 45, 'qty': 1}, {'product_id': 47, 'qty': 2}, {'product_id': 27, 'qty': 2}]"
ec-2025-11-02-9,2025-11-02T22:22:00,56,"665 Richardson Drive Apt. 858
North Antonio, DC 36852","[{'product_id': 49, 'qty': 2}, {'product_id': 1, 'qty': 1}, {'product_id': 6, 'qty': 2}]"
ec-2025-11-02-10,2025-11-02T01:17:00,151,"167 Miller Canyon Apt. 108
Port Zachary, WA 35627","[{'product_id': 38, 'qty': 1}, {'product_id': 16, 'qty': 2}, {'product_id': 8, 'qty': 2}]"
ec-2025-11-02-11,2025-11-02T00:07:00,80,"2942 Brown Circles
East Jerrytown, GA 37068","[{'product_id': 3, 'qty': 2}, {'product_id': 15, 'qty': 3}, {'product_id': 22, 'qty': 1}]"
ec-2025-11-02-12,2025-11-02T11:26:00,140,"7505 Amber Grove Apt. 453
North Samantha, CO 20858","[{'product_id': 49, 'qty': 1}, {'product_id': 12, 'qty': 1}, {'product_id': 48, 'qty': 1}]"
ec-2025-11-02-13,2025-11-02T07:51:00,13,"393 Billy Extensions
Port Richardmouth, AS 23898","[{'product_id': 15, 'qty': 1}, {'product_id': 6, 'qty': 1}, {'product_id': 16, 'qty': 2}]"
ec-2025-11-02-14,2025-11-02T18:13:00,165,,"[{'product_id': 9, 'qty': 1}]"
ec-2025-11-02-15,2025-11-02T04:40:00,173,"928 James Square
Johnsonburgh, FL 02828","[{'product_id': 5, 'qty': 1}, {'product_id': 49, 'qty': 4}, {'product_id': 37, 'qty': 1}]"
